212.40213,10GS,MES
448.1135,10GS,VWW
324.46396,11GS,EAA
213.63351,11GS,MES
290.06579,11GS,GSH
310.14494,12GS,0HH
212.14167,12GS,MES
511.56554,13GS,SAS
213.16399,13GS,MES
287.07679,13GS,GSH
621.79268,154L,NAG
303.96024,17GS,GTX
213.16963,17GS,MES
211.91274,18GS,MES
411.25698,18GS,GDN
212.75761,19GS,MES
364.54735,19GS,BSP
304.30523,19GS,GSH
60.40623,1A07,ACE
242.89391,1A07,PTR
170.53763,1A07,DIP
59.56528,1A08,ACE
326.5946,1A08,FTY
167.28947,1A08,DIP
